year,Zone Substation,Date,unit,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,24:00:00
2015,Argenton 132_11kV,2-Aug-14,MW,16.26455,15.69043,15.08447,15.37754,15.11953,14.31791,13.4596,12.82046,12.89993,12.84994,11.9952,11.31293,10.89345,10.68329,10.41529,10.08169,9.86069,9.72705,9.70186,9.7055,9.88245,10.08049,10.30353,10.80177,11.39058,11.83259,12.36881,13.09503,14.06684,14.90672,15.65311,16.20885,16.4642,16.58794,16.92375,17.02462,16.67607,16.47397,16.49555,16.19329,16.02734,15.89105,15.31318,14.91136,14.50264,14.27755,13.84103,13.73035,13.33192,13.09524,12.90083,12.8939,12.79685,12.62749,12.37604,12.24123,12.18951,12.25614,12.27174,12.27852,12.59981,12.75679,12.77996,13.20938,13.88264,14.4636,15.11821,15.31676,16.34745,17.33881,18.1684,18.3401,18.61109,18.42079,18.14535,17.91423,17.53069,17.59216,17.35463,17.07602,16.83536,16.52597,16.35704,16.10868,15.81222,15.36604,17.21688,16.9109,16.34344,15.40134,15.22288,14.65092,16.01335,15.45698,14.3021,13.78794
2015,Argenton 132_11kV,3-Aug-14,MW,14.65608,13.56113,12.9438,13.62388,13.00471,11.96477,11.19529,10.63435,10.63745,10.58086,10.1705,9.6727,9.52136,9.36456,9.3223,9.26816,9.26496,9.19485,9.3334,9.40044,9.54035,9.66869,9.81117,10.01008,10.3821,10.70148,11.11659,11.39539,12.0125,12.70182,13.54668,14.26073,14.96486,15.50612,15.85942,15.89424,16.0849,16.20376,15.99674,15.50219,15.11667,14.83821,14.38296,14.08341,13.85691,14.02219,13.91298,13.80505,13.69841,13.58703,13.11429,13.20914,13.46013,13.61855,13.38649,13.28814,13.47523,13.10051,13.00016,12.90493,13.06772,13.68718,13.82064,14.4369,14.73052,15.0702,15.78415,16.00225,16.7629,17.67629,18.60506,18.67717,18.81724,18.80762,18.58135,18.15789,17.75713,17.91603,17.3851,17.07322,16.73681,16.49323,16.22271,15.77816,15.36082,14.79099,16.65267,16.33221,15.6854,15.07261,15.10251,14.71086,16.32608,15.86792,14.67292,14.27443
2015,Argenton 132_11kV,4-Aug-14,MW,15.01146,14.07403,13.67155,14.6909,14.02,12.8997,12.28504,12.7039,12.19863,11.67496,11.43444,10.78447,10.54762,10.31962,10.09363,10.288,10.04841,10.64246,10.85312,11.31998,12.21411,12.74374,13.39764,14.37232,15.80876,16.86676,18.14195,19.54656,20.67123,21.55535,22.69833,22.62988,22.32802,22.25354,22.66211,22.61394,22.47137,22.22494,21.71779,21.41961,20.62094,20.20115,19.74943,19.12969,18.83435,18.83926,18.1749,17.72217,17.68606,17.34964,17.03384,16.88936,17.13225,17.255,17.29304,17.12156,16.60429,16.55377,16.494,16.29922,16.74947,16.6019,16.70405,16.66561,16.83637,17.23179,17.33676,18.25225,18.81983,19.93914,21.19129,21.36766,21.24295,21.1896,21.09347,21.04114,20.57758,20.70019,20.14362,19.87186,19.60541,18.92936,18.51121,18.03149,17.56611,16.98019,17.18733,16.14821,17.95848,17.86495,17.15127,16.30718,16.91395,16.19074,15.99695,16.70712
2015,Argenton 132_11kV,5-Aug-14,MW,17.48846,16.70813,15.96366,16.72894,16.65034,15.73414,14.95346,15.16907,14.88055,14.1101,13.53518,13.06065,12.57261,12.29229,12.07434,11.71709,11.4038,11.27565,11.60361,11.52417,12.33608,13.01432,13.74115,15.10989,16.69846,17.61258,18.96165,19.88685,21.10988,22.21735,22.86608,22.89236,22.80589,22.27146,21.89052,21.21873,20.45618,20.21232,20.18717,19.70346,19.06771,18.95204,18.47925,18.20304,17.57705,17.24214,17.28174,17.48782,17.18727,17.07311,16.83774,16.91401,16.7427,16.92773,16.53298,16.41831,16.24338,16.29631,15.72417,15.7731,15.85065,15.66176,15.37382,15.69304,15.73541,15.92055,15.99595,16.65556,17.49194,18.51089,19.53243,19.76956,19.93647,19.66956,19.85614,19.73722,19.50164,19.61577,19.08277,18.77458,18.58905,18.27732,18.18815,17.7059,17.02054,16.57607,16.86669,16.19957,17.86914,17.42252,16.70908,15.7513,16.35365,15.57613,15.80258,16.36887
2015,Argenton 132_11kV,6-Aug-14,MW,17.36217,16.55564,16.29885,16.60831,16.25343,15.2694,14.44127,14.97749,14.61645,13.84842,13.23461,12.71721,12.46231,11.92902,11.65925,11.46764,11.34225,11.12653,11.16658,11.72823,12.37914,13.00773,13.78114,14.69121,16.30377,17.86151,19.28748,20.70528,21.53333,22.6294,23.05056,23.1136,22.98273,22.60885,22.35618,21.74539,21.17681,20.97811,20.37344,19.46711,19.23253,19.09644,18.76977,18.60605,18.33718,18.31231,18.21657,17.71495,17.31463,17.36699,17.66973,17.51845,17.50024,17.32524,16.77786,16.41277,16.54705,16.36142,16.39853,15.93403,15.99696,15.85845,16.30988,16.3166,16.16364,16.5181,16.8293,17.30893,17.80564,18.91374,19.54329,19.69911,19.76955,19.89425,19.94779,19.64656,19.27609,19.60981,19.39362,18.97247,18.53394,17.8954,17.87693,17.3375,16.82501,16.2786,16.5352,15.96455,17.7837,17.50604,16.3736,15.62058,16.30903,15.19092,15.45138,16.12766
2015,Argenton 132_11kV,7-Aug-14,MW,17.07081,16.51818,16.07269,16.31879,15.61048,15.22688,14.27856,15.13692,14.68821,14.11976,13.41243,12.16218,12.19523,11.73649,11.42267,11.37773,10.92286,10.90568,10.82514,10.9255,11.69815,12.46751,13.33562,14.70547,16.16878,17.31106,18.65925,19.51358,20.80027,22.14254,22.63741,22.47956,22.63854,23.06933,22.78948,22.19497,22.00447,21.86073,21.35417,20.82657,20.49701,20.23258,19.47912,19.32657,18.84574,18.74516,18.2689,18.1543,18.38183,18.04632,17.88635,17.885,17.9658,17.46097,17.39806,17.28269,17.4372,16.99394,16.60251,15.97997,16.38674,16.46365,16.61837,16.67856,16.21833,16.50098,17.09669,17.58605,18.40948,19.36456,20.42175,20.91274,21.35207,21.1206,21.01371,21.00334,20.51265,20.6124,20.27815,19.969,19.78341,19.52578,19.01062,18.30784,17.81405,16.98451,17.24597,17.1279,18.82941,18.89029,17.84333,17.13303,17.54645,16.48968,16.66574,16.57871
2015,Argenton 132_11kV,8-Aug-14,MW,17.30235,16.99002,16.38401,16.45975,16.03474,15.35629,14.5061,15.26402,14.66938,13.99466,13.02213,12.10246,11.83999,11.49336,11.29786,10.89821,10.93822,10.96992,11.32479,11.60163,12.15487,12.99846,13.80123,14.9078,16.40006,17.48027,18.78522,19.76676,20.74842,22.02729,22.46115,23.06483,23.48049,23.6501,23.3273,22.84703,22.50704,21.95518,20.93954,20.29568,19.69578,19.09311,19.08712,18.70767,18.43486,18.22837,18.22312,17.78194,17.80094,17.68573,17.2548,17.2684,17.43445,17.09009,16.7717,16.63203,16.69579,16.69767,16.43768,16.06896,15.71429,15.94555,15.777,15.78412,15.89086,15.72814,16.0449,16.73306,17.38423,18.13859,18.7968,18.77703,19.08479,18.96563,18.81354,18.80468,18.58779,18.60134,18.25887,18.07707,17.68219,17.34388,17.05879,16.84208,16.44389,16.17635,16.50643,16.1377,17.75859,17.73424,16.81765,16.06957,16.78412,15.79713,16.02038,16.01652
2015,Argenton 132_11kV,9-Aug-14,MW,16.828,16.2573,15.81204,16.22375,15.96489,15.24263,14.42021,13.60632,13.69414,13.70372,13.00432,12.42868,12.08069,11.5937,11.34431,11.05639,10.9674,10.88617,10.73555,10.51692,10.61702,10.81173,10.93141,11.25099,11.74342,11.94793,12.25908,13.17891,14.42216,15.26835,16.24757,16.82158,17.12275,17.29612,17.00645,16.98288,16.78079,16.54631,16.17248,15.68652,15.57153,15.3878,14.89992,14.37229,13.84897,13.56554,12.77348,12.24634,12.01938,11.83772,11.58818,11.46121,11.315,11.05486,10.90291,10.99388,11.10448,11.01443,11.00113,10.9796,11.08959,11.25697,11.42939,11.55915,11.53371,12.0898,12.66207,12.6121,13.25071,14.07143,14.93602,15.09511,15.36375,15.40937,15.3294,15.16534,14.93249,15.08687,14.99846,14.92655,14.59164,14.28878,14.10095,13.87681,13.67345,13.44315,15.30004,15.11892,14.51469,13.81129,13.80017,13.36282,14.8081,14.61001,13.34261,12.72882
2015,Argenton 132_11kV,10-Aug-14,MW,13.27624,12.37761,11.84519,12.57292,12.08543,11.00052,10.42362,10.03951,10.21136,10.07787,9.86954,9.44848,9.26816,9.17307,9.19182,9.10983,9.05927,8.89839,8.99973,8.98487,9.13626,9.24061,9.5302,9.73191,9.99303,10.3237,10.58023,10.92295,11.45477,12.14293,12.72648,13.21564,13.57319,13.84803,14.04157,14.13882,14.38578,14.62025,14.60055,14.28769,13.90858,13.79172,13.46794,12.85852,12.57174,12.70225,12.39687,12.13125,12.06414,12.09904,11.89641,11.56282,11.34554,11.40663,11.61615,11.70346,11.83575,11.83225,11.95418,12.07728,12.45551,12.91399,12.93893,13.10617,13.50339,13.76671,14.30578,13.77455,14.12767,15.06364,15.86419,16.33174,16.5985,16.55085,16.35806,16.05823,15.66085,15.79258,15.47213,15.25054,14.97695,14.80012,14.53848,14.18408,13.88256,13.70427,15.49604,15.48307,14.7284,14.04417,14.2129,13.92999,15.19426,14.68075,13.53242,13.08131
2015,Argenton 132_11kV,11-Aug-14,MW,13.9973,13.0314,12.18081,13.30224,12.76933,11.83511,11.19396,11.49462,11.07969,10.40013,10.23497,9.95078,9.4771,9.66135,9.77734,9.84953,9.90264,9.95297,10.10655,10.5352,11.26559,11.7815,12.46023,13.78855,15.08609,16.39698,17.7139,18.25627,19.45407,20.69185,21.27095,21.16141,20.76025,20.50025,20.0546,20.55037,19.95186,20.04937,19.83407,19.86086,19.8552,19.37106,19.17893,18.61555,18.4721,18.27164,18.18452,18.06532,18.12321,18.02453,18.06218,18.07001,18.37637,18.45639,18.39341,18.27384,18.32772,17.80102,17.55654,17.63884,17.60316,17.49566,17.55863,17.91021,18.46108,19.11376,19.70729,20.54014,21.33653,22.41933,22.95657,22.45377,22.96181,22.36043,22.30686,22.00305,21.60236,21.74691,21.15857,20.79535,20.10169,19.76905,19.42013,18.59988,17.73968,17.5259,17.75574,17.01872,18.48548,17.90946,16.82079,15.90648,17.07638,16.24912,16.32895,16.54728
2015,Argenton 132_11kV,12-Aug-14,MW,17.52441,16.99078,16.37,16.53878,15.87592,15.44129,14.72385,15.16662,14.75389,14.12474,13.76062,12.96166,12.5711,12.24866,11.7264,11.24784,11.05217,10.93878,11.19278,11.54643,12.17148,12.92615,13.64037,14.92507,16.5538,17.35608,18.44768,19.56949,21.29335,22.35183,21.68387,21.35458,21.31726,20.79218,21.04958,20.96007,20.85731,20.90785,20.28762,19.56219,19.34586,19.30052,19.25203,19.24601,19.1397,20.04413,19.63866,19.61111,19.8395,19.79304,19.68367,19.71715,19.34707,19.0673,18.69535,18.40499,18.51696,18.29554,18.10363,18.18078,17.82503,17.55427,17.71483,18.11094,18.13729,18.45319,19.10522,19.85456,20.62828,21.73757,22.69491,22.30828,22.28811,21.79406,22.35098,22.20028,21.55708,21.50001,21.03647,20.68413,20.51955,19.98744,19.31094,18.78195,17.98785,17.30924,17.32929,16.9349,18.48374,18.34447,17.3083,16.18405,17.38782,16.57376,16.58495,17.0684
2015,Argenton 132_11kV,13-Aug-14,MW,17.70769,17.32756,16.75612,16.8096,16.4958,15.77376,14.82882,15.2581,14.8818,13.96943,13.0706,12.73284,12.36778,12.22357,11.46504,11.57486,11.39131,11.24383,11.24176,11.55385,12.35208,12.81591,13.21788,14.41521,15.94341,17.46511,18.45497,19.16317,20.02686,21.15315,21.63148,21.91878,22.1316,22.40559,22.66931,22.68154,22.51831,22.21741,21.56118,21.41637,21.15621,21.04474,21.38265,21.32215,21.33312,21.26789,20.6833,20.04618,19.47277,18.72323,18.96761,19.11649,19.16107,18.7993,18.66689,17.99142,17.65468,18.03322,18.10808,17.82283,17.60731,17.62588,17.37856,17.18437,17.31104,16.94366,17.63358,18.25472,18.90864,20.38782,21.33508,21.66729,21.90651,21.98971,21.7245,21.8215,21.54439,21.44875,20.98706,20.79465,20.46128,19.88016,19.37699,19.08699,18.40522,17.82986,17.84796,17.42563,18.68368,18.81996,17.83065,16.9258,17.66988,16.97141,17.26521,17.21775
2015,Argenton 132_11kV,14-Aug-14,MW,17.98297,17.23561,16.80161,17.22884,16.50648,15.68383,15.10541,15.82415,15.47079,14.65803,14.02004,13.45712,13.02436,12.61398,11.93095,11.81255,11.86265,11.62783,11.73422,12.10583,13.01246,13.93616,14.58941,15.67756,17.24932,18.09023,19.56044,20.22405,21.54066,22.99169,23.66354,24.00407,24.17823,24.12861,23.89002,23.42519,22.56432,21.81168,21.23756,20.67786,19.99711,19.38488,19.40485,19.04254,18.91588,18.42434,18.061,17.77708,18.20319,17.64635,17.79671,17.62721,17.58162,17.25265,17.31295,17.472,17.45977,17.19381,16.70268,16.51364,16.22879,16.19067,16.37362,16.45409,16.50133,16.61174,16.79406,17.07296,18.12562,19.35442,20.0389,21.11775,21.5497,21.58916,21.41238,21.23658,20.66864,20.70494,20.41098,20.10841,19.89756,19.69914,19.20592,18.50458,17.50403,16.76021,16.83663,16.54424,18.37498,17.91296,17.13769,16.36221,17.13279,16.43753,16.18846,16.53131
2015,Argenton 132_11kV,15-Aug-14,MW,17.29799,16.52624,16.1077,16.48047,16.09315,15.1109,14.35591,14.91507,14.50106,13.70149,13.04591,12.4808,12.16333,11.64741,11.18486,11.25072,11.15757,11.1773,11.22022,11.3934,11.88292,12.48945,13.17038,14.05195,15.47491,16.45059,17.64883,18.54483,18.746,19.98946,20.67868,20.71019,20.50939,20.55048,20.22925,19.85393,19.45205,18.95737,18.734,18.40157,18.27584,18.16,17.8415,17.45263,17.48637,17.69894,17.46812,17.24787,16.89318,16.5786,16.40189,16.51972,16.62109,16.11151,15.9204,16.26138,15.92126,16.12934,15.71402,15.56991,15.76002,15.7538,15.75687,15.97945,16.04664,16.11876,16.18669,16.43491,16.77135,17.56358,18.51966,18.58371,18.57097,18.62886,18.74264,18.81207,18.40728,18.29137,18.12069,17.71917,17.44322,17.05503,16.66811,16.32588,16.14872,15.89075,16.34965,15.95481,17.43808,17.20922,16.31933,15.42386,16.13052,15.79358,15.79928,16.18206
2015,Argenton 132_11kV,16-Aug-14,MW,16.69211,16.29079,15.77694,16.1716,15.69142,14.92509,13.897,13.39437,13.69958,13.69245,12.92002,12.44646,11.89466,11.25078,10.84656,10.74996,10.51207,9.94161,9.65122,9.75068,10.0215,10.24806,10.55518,10.80451,11.35691,11.637,12.04086,13.168,13.92909,14.76786,15.6555,16.38294,16.88832,17.35385,17.60207,17.56212,17.95535,18.17095,18.41087,18.61215,18.31771,17.53836,16.85163,16.15567,16.33882,15.71843,14.67507,14.74941,14.60212,14.07809,13.38076,13.51499,13.34663,13.49377,13.44816,13.37224,13.40661,13.48493,13.71693,14.0264,14.21918,14.70798,14.69829,14.9234,15.41754,15.85942,16.34553,16.17801,16.42609,16.88321,17.48729,17.42284,17.51875,17.2518,16.72257,16.44563,16.13769,16.18552,15.79376,15.59318,15.35473,14.92385,14.47077,14.24869,14.02737,13.80499,15.60259,15.37694,14.6953,13.85501,13.96421,13.58189,14.9667,14.57909,13.37387,12.70131
2015,Argenton 132_11kV,17-Aug-14,MW,13.4718,12.4895,11.91271,12.97219,12.24944,11.18852,10.52177,10.21584,10.40526,10.23799,9.89397,9.6332,9.40321,9.1098,9.15429,9.06543,9.06054,8.97996,9.0546,9.19505,9.29429,9.46276,9.62275,9.64491,10.05852,10.36046,10.46677,10.69134,11.22675,11.7311,12.15881,12.66662,13.34569,14.02431,14.84575,15.12503,15.2866,15.45858,15.55771,15.5137,14.89687,14.47649,14.3207,14.07752,13.69354,13.63709,13.15532,12.89323,12.73667,12.30962,12.06878,12.08476,11.8511,11.73297,11.72489,11.50236,11.32597,11.37991,11.32468,11.31256,11.38278,11.51199,11.59654,11.68171,12.09146,12.08773,12.53536,12.47516,13.43991,14.30511,15.20178,15.62849,16.18037,16.09004,15.90624,15.87128,15.47457,15.50657,15.2607,15.20949,15.02762,14.79732,14.68388,14.33076,13.97427,13.45538,15.41217,15.14942,14.70216,14.08343,14.11076,13.73628,15.24799,14.97154,13.93213,13.38938
2015,Argenton 132_11kV,18-Aug-14,MW,14.07538,12.87766,12.57468,13.55168,12.84714,12.08362,11.62998,11.90621,11.34048,10.84819,10.27796,10.06312,10.301,10.08378,10.0522,10.06309,10.14776,10.19796,10.40195,10.70037,11.36127,11.7234,12.47619,13.40568,14.73741,15.59789,16.84916,18.16823,18.9409,19.69522,20.42506,21.09937,21.20685,20.92649,21.17709,21.49751,21.12324,21.01787,20.36923,19.96248,19.32024,19.52676,19.43683,19.38592,19.42527,18.95756,18.93116,19.18554,19.14119,18.98456,19.39112,19.17422,19.34369,18.94269,18.98937,19.29557,19.92855,20.15607,19.57199,19.35957,19.29797,19.62242,19.96491,19.87925,20.24449,20.78437,20.46747,20.83517,21.42991,22.32275,23.00765,22.90646,22.74639,22.73737,22.38001,21.40641,20.96321,21.05729,20.25766,19.88706,19.64207,18.91227,18.35147,18.28343,17.57966,16.8376,17.05588,16.52546,17.82353,17.71579,16.71885,16.01978,16.9339,16.08063,16.21116,16.53226
2015,Argenton 132_11kV,19-Aug-14,MW,17.33162,16.67881,16.20045,16.35316,15.6214,15.30633,14.47378,15.08919,14.13568,13.60363,13.44869,12.76595,12.50364,11.74172,11.29385,11.12024,10.90816,11.08452,11.32487,11.7778,12.39918,13.10581,13.90675,15.13295,16.26231,17.45114,18.46223,18.89027,19.9191,20.91861,20.88105,21.29536,21.97288,21.95416,21.85181,22.06003,21.31396,21.4174,21.32929,20.52017,20.91041,20.8293,20.54729,20.5417,20.77806,20.23535,20.47864,20.38002,20.23049,19.38323,19.68689,19.7514,19.63484,19.77391,19.6978,19.25599,20.24946,19.62975,18.8057,19.02315,18.83163,18.77274,19.0886,18.9399,18.73523,19.38583,20.10831,19.97452,20.48388,21.33459,21.987,22.12911,21.91258,22.01645,21.76737,21.63135,20.96667,20.91978,20.88278,19.95289,19.37213,19.39944,18.98029,18.3992,18.05786,17.48476,17.76739,16.61866,18.34791,17.89519,17.02599,16.13092,16.79094,16.00899,15.87782,16.37265
2015,Argenton 132_11kV,20-Aug-14,MW,17.27842,16.57647,15.90688,16.56757,16.27601,15.34039,14.52679,14.87551,14.1541,13.39742,12.83794,12.27682,11.73631,11.07115,10.64406,10.42704,10.33427,10.32564,10.50043,10.99333,11.52255,12.32432,13.17,14.48165,15.88231,16.81255,18.04906,18.68803,19.3627,19.81061,20.24924,20.39215,20.74266,20.80984,20.82426,20.34321,20.24732,20.17748,19.80957,19.64556,19.38667,18.66996,18.41042,18.20078,17.73738,17.7248,17.87939,17.56231,17.00861,16.79185,17.06157,17.13936,16.89594,17.38237,17.87533,18.18759,17.98402,17.63319,17.44897,17.41264,17.88761,18.00398,18.20174,18.38447,18.35028,19.23904,19.44245,19.91147,20.39107,21.09664,21.5879,21.47972,21.04789,20.98505,21.15261,20.86507,20.43492,20.62364,20.34882,19.92687,19.40862,18.76967,17.72598,17.64012,17.09363,16.72859,16.7924,16.0969,18.08623,17.81305,16.67153,15.59138,16.60593,15.93735,16.01115,16.01849
2015,Argenton 132_11kV,21-Aug-14,MW,17.03839,16.63711,16.0996,16.01264,16.00625,15.15796,14.16771,14.47629,13.8107,13.24001,12.44097,12.22236,11.86775,11.48444,11.21986,11.18181,11.12553,10.77843,11.00303,11.22328,11.85759,12.40623,13.47421,14.24119,15.5792,16.39552,17.5611,18.46036,19.13615,20.02191,20.37001,20.71174,21.26671,21.25021,21.25027,20.91959,20.23026,20.02069,20.16018,19.43425,20.13158,20.4801,20.13995,19.46175,19.55537,19.25636,18.87157,18.59046,19.0568,18.91281,18.74133,19.26041,19.34222,19.37437,19.50325,18.95664,18.79588,18.2577,18.65002,18.50532,17.94903,17.3382,17.33253,17.52072,17.47384,17.49209,17.56332,18.256,19.05485,19.87261,20.44855,20.97491,21.15366,20.88602,21.09511,20.90322,20.50677,20.42869,20.24993,19.9062,19.62222,19.12953,18.62292,18.10228,17.40458,16.73343,16.93408,16.44883,18.14672,18.08316,17.37134,16.48846,17.19611,16.78371,16.55955,16.82861
2015,Argenton 132_11kV,22-Aug-14,MW,17.53203,16.7503,16.00684,16.24256,15.94212,15.18561,14.46483,14.83847,14.16914,13.47547,13.106,12.72569,12.35013,11.81231,11.37296,11.19875,10.90897,10.57821,10.93002,11.35601,11.92217,12.38704,12.97005,14.09893,15.60379,16.25235,17.21023,17.76966,18.19622,19.04889,19.59457,19.81477,19.65953,19.16163,19.22651,19.1085,18.91207,18.68101,18.67482,17.84984,17.42281,17.13034,17.10304,17.0812,17.3282,16.84527,16.92858,16.84435,16.26569,15.93501,15.86846,15.37809,15.54458,15.50351,15.08517,14.93506,15.19198,15.08349,14.68509,14.34002,14.34394,14.11939,14.06699,14.26764,14.29149,14.58001,14.64546,15.35528,15.83433,16.56875,17.11605,17.65478,17.87056,17.72611,17.66284,17.65801,17.39383,17.45285,16.66474,16.168,16.16702,15.96602,15.67798,15.42862,15.10851,14.75709,15.2786,14.90033,16.5603,16.50509,15.9268,15.1933,16.09269,15.38044,15.51184,15.5434
2015,Argenton 132_11kV,23-Aug-14,MW,16.27373,15.7395,15.12574,15.44728,15.12516,14.22522,13.19092,12.81187,13.07606,12.99311,12.2482,11.71846,11.23365,10.758,10.51477,9.94252,9.8858,10.10302,10.05493,10.09429,10.21305,10.39416,10.5418,10.891,11.29158,11.69552,12.16157,12.72733,13.55599,14.24939,14.58663,15.26397,15.90629,15.98837,16.04093,16.47753,16.32695,16.15278,15.70437,15.72348,15.46091,14.88437,14.63258,14.32745,14.10175,13.73248,13.27743,12.91077,13.10182,12.72106,13.03783,12.6877,12.76812,13.45209,13.24045,12.96737,13.01095,12.91446,12.98738,13.0878,13.0171,13.15063,13.03145,13.47333,14.76489,15.74669,16.27575,16.10665,16.27671,16.56605,16.93145,16.89046,17.0235,16.94665,16.48495,16.10502,15.61211,15.77542,15.36004,15.09566,14.66691,14.58901,14.34119,14.01087,13.71891,13.48347,15.24466,14.99742,14.47235,13.8431,13.74258,13.18421,14.62578,14.35451,13.06342,12.59082
2015,Argenton 132_11kV,24-Aug-14,MW,13.30881,12.48251,11.80029,12.74179,12.06412,11.03038,10.28038,9.83985,9.83781,9.87447,9.55842,9.17746,8.92701,8.96292,8.73208,8.77116,8.71989,8.6405,8.76342,8.85645,8.99851,9.00541,9.12538,9.35352,9.69021,9.91142,10.22262,10.71948,11.08545,11.30472,11.80706,12.03632,12.4443,12.79656,13.1763,13.30375,13.26156,13.24047,13.2297,13.21061,13.36122,13.35269,12.89832,12.85968,13.16756,13.20464,13.01936,12.89719,12.65093,12.17403,11.86882,11.83191,11.7563,11.6341,11.65435,11.68043,11.43071,11.22875,11.28022,11.22816,11.31417,11.4409,11.49473,11.75015,12.05913,12.43426,12.84789,12.699,13.25807,13.93606,14.9371,15.55043,16.14441,16.29662,16.06791,15.77876,15.4923,15.59556,15.16867,14.89726,14.69331,14.53745,14.21788,13.96649,13.81998,13.44825,15.12694,14.91663,14.53081,13.99086,14.07059,13.6851,15.1943,14.92573,13.76318,13.43601
2015,Argenton 132_11kV,25-Aug-14,MW,14.37095,13.13578,12.73137,13.36482,13.03634,12.17604,11.56015,11.67352,11.02319,10.68987,10.27518,10.15299,10.12422,10.00197,9.83629,9.67432,9.73895,9.79235,9.99946,10.614,11.17405,12.29411,12.81953,14.09522,15.43992,16.2757,17.36221,18.60679,18.67402,19.78589,20.24764,20.255,20.20383,19.71051,19.79304,19.28796,19.02741,18.43807,18.36106,17.84818,17.66492,17.21377,17.37084,17.4934,17.3749,17.39795,17.63209,17.64471,17.00073,16.87005,16.76759,16.70615,16.35263,16.8814,16.5685,17.18666,17.49277,17.3509,16.81386,16.07177,15.88296,16.01581,16.07648,16.15309,15.88624,16.02664,16.02549,16.29729,17.2043,18.05386,18.62147,18.61453,19.10108,18.97729,18.77673,18.62402,18.22704,18.37764,18.1438,17.75957,17.38673,16.8746,16.53268,16.30547,15.91809,15.40506,15.84705,15.27705,16.41329,16.57398,15.88774,15.14378,15.87197,15.39039,15.41388,15.64211
2015,Argenton 132_11kV,26-Aug-14,MW,16.18183,15.83253,15.56782,15.68412,15.61472,14.49349,13.44805,13.99529,13.39451,12.56775,12.30317,11.79896,11.58377,11.01574,10.53665,10.33573,10.72797,10.51616,10.63255,11.06952,11.57702,11.83837,12.43875,13.78917,15.47802,16.32069,16.78205,17.20873,18.4947,19.11882,19.65872,19.93956,20.35138,20.20689,20.61703,20.55238,20.29613,19.79737,20.12157,19.77782,19.93031,19.80958,19.9832,20.08925,20.18566,20.10523,20.1826,20.57271,20.51239,20.37974,20.59618,20.49035,20.46412,19.93854,20.00098,19.50433,19.30946,19.50242,18.97663,19.0019,18.92484,19.13528,18.78325,18.71115,18.87962,18.85772,18.9619,19.39265,19.71248,20.25212,20.59504,20.58394,20.95072,20.63143,20.28045,20.20995,19.76378,19.77542,19.23822,18.9837,18.53993,17.87091,17.37821,16.98182,16.35694,15.68471,15.93843,15.65028,17.41654,17.33901,16.34111,15.70411,16.52711,15.47998,15.7573,16.02946
2015,Argenton 132_11kV,27-Aug-14,MW,17.0004,16.28574,15.84488,16.19649,16.0435,15.15803,14.15847,14.21323,13.74012,13.08561,12.41382,11.95954,11.82974,11.33239,11.15154,10.95769,10.89611,10.67653,10.78536,10.94646,11.98783,12.45917,12.92083,13.92378,15.31591,16.0398,16.77817,17.51801,18.31361,18.84756,19.21355,19.16406,19.63978,19.24055,19.11957,19.05044,19.7678,20.12214,19.90485,19.5937,19.23855,19.05199,18.70691,18.55042,18.19268,18.82538,18.37431,17.38109,17.44552,17.10294,16.91889,17.04989,17.22618,16.81611,16.82293,16.88072,16.85682,16.39867,17.41359,16.92259,15.8869,15.9538,15.52813,16.33945,16.48615,16.93456,17.20651,17.60435,18.27611,19.31397,19.84738,19.76294,20.09319,19.8615,19.63253,19.69755,19.42538,19.21659,18.88837,18.5106,18.14042,17.67923,16.97554,16.51948,15.89901,15.17867,15.40321,15.29089,17.137,17.23668,16.02341,14.9092,16.30469,15.19728,15.48685,16.1495
